HR,RA(J2000),DEC(J2000),Double.Name,Teff(K),Error_Teff(K),logg,Error_logg,[M/H],Error_[M/H],standard_B,Error_standard_B,standard_G,Error_standard_G,standard_R,Error_standard_R,STC_B,STC_G,STC_R,STC_L,Parallax
7741,303.8759919,23.508898,---,4833,42,2.264,0.52,-0.178,0.187,5.675,0.012,5.243,0.009,4.947,0.009,5.9183,5.2897,4.8463,4.4413,2.1872
5154,205.1844722,54.6816358,---,3770,6,1.0,0.048,0.5,0.0,5.539,0.011,4.731,0.013,4.173,0.012,5.9066,4.8487,3.996,3.8256,6.23
434,22.5463103,6.1438217,---,4034,28,1.368,0.201,-0.327,0.269,5.589,0.011,4.943,0.011,4.473,0.01,5.9055,5.038,4.316,4.0786,9.3184
1437,67.9694458,-0.0440111,---,4256,19,1.27,0.263,-0.2,0.192,5.593,0.009,4.994,0.009,4.579,0.01,5.9015,5.0692,4.4389,4.1601,3.7428
969,49.0508472,50.9376629,---,4384,28,1.44,0.45,-1.147,0.324,5.636,0.017,5.123,0.011,4.772,0.012,5.8971,5.1797,4.6462,4.3024,4.1952
8729,344.3665836,20.7688308,---,5861,36,4.08,0.179,0.295,0.057,5.727,0.009,5.479,0.009,5.309,0.01,5.8933,5.505,5.2544,4.6841,64.4048
1532,71.9012157,-16.9344561,---,5879,48,4.589,0.159,0.107,0.092,5.734,0.012,5.495,0.01,5.333,0.01,5.8921,5.5197,5.2798,4.6987,75.5289
3148,120.0612089,-48.9815092,---,8998,32,3.813,0.082,-1.0,0.741,5.867,0.008,5.946,0.009,6.057,0.011,5.8891,5.9433,6.1181,5.1079,8.9979
2993,115.8849442,-28.4108842,---,3723,81,0.661,0.116,-0.267,0.678,5.526,0.024,4.726,0.017,4.148,0.012,5.8881,4.8558,3.9646,3.809,4.1384
6060,243.9052932,-8.3694394,---,5782,28,4.607,0.351,0.071,0.049,5.721,0.011,5.468,0.009,5.295,0.008,5.8862,5.4944,5.2381,4.672,70.7371
1247,59.6864561,-61.4001853,---,3609,33,0.653,0.076,-0.643,0.256,5.522,0.016,4.707,0.012,4.115,0.013,5.8821,4.8413,3.926,3.7778,6.2
3951,150.2527366,31.9236713,---,5922,70,3.91,0.188,0.351,0.125,5.713,0.013,5.471,0.01,5.307,0.01,5.8765,5.497,5.2551,4.6773,66.9958
7866,308.4757792,35.2508517,---,3505,6,2.5,0.0,-2.496,0.002,5.548,0.014,4.772,0.008,4.162,0.007,5.8676,4.9066,3.9549,3.815,0.8792
882,44.7653197,35.1831303,---,4395,34,1.948,0.254,0.003,0.126,5.573,0.012,5.024,0.011,4.636,0.013,5.863,5.095,4.5058,4.1971,9.0501
1264,60.2242025,-62.1592847,---,3500,7,0.0,0.108,0.243,0.062,5.466,0.013,4.581,0.015,4.015,0.02,5.8626,4.6862,3.8243,3.6588,6.95
7951,311.9343292,-5.0277006,---,3520,3,0.0,0.0,0.0,0.0,5.466,0.018,4.573,0.013,3.978,0.013,5.8617,4.6969,3.7873,3.6422,5.57
4038,153.8193319,-54.9742081,---,18747,696,4.699,0.333,-2.0,0.551,5.89,0.012,6.065,0.013,6.253,0.014,5.8538,6.0518,6.3502,5.1875,2.0504
7652,300.8894131,-37.9407011,---,4152,46,1.486,0.258,0.2,0.221,5.527,0.011,4.876,0.013,4.414,0.013,5.851,4.9684,4.2624,4.022,8.1867
4695,185.0874222,3.3125722,---,4442,33,2.148,0.35,-0.151,0.167,5.571,0.012,5.051,0.013,4.68,0.011,5.8487,5.117,4.5549,4.2268,9.67
3750,141.9449164,-6.0711894,---,5726,66,3.829,0.333,-0.199,0.134,5.69,0.012,5.441,0.009,5.275,0.008,5.8452,5.4652,5.2177,4.6436,32.2994
3141,120.3055656,-1.3926092,---,3908,37,0.868,0.265,-0.5,0.324,5.497,0.016,4.797,0.014,4.293,0.014,5.8308,4.9003,4.1259,3.9185,7.25
6896,276.3376697,-20.5416772,21 Sgr B,3869,18,2.0,0.026,-2.0,0.028,5.532,0.014,4.902,0.01,4.427,0.007,5.8198,4.9964,4.2619,4.0218,6.7833
493,25.6240072,20.2685006,---,5188,29,5.0,0.006,-0.056,0.024,5.611,0.009,5.273,0.009,5.018,0.009,5.8191,5.3204,4.9329,4.4658,130.8234
8080,316.7819472,-25.0058553,---,3699,72,0.57,0.111,-0.388,0.566,5.449,0.017,4.642,0.013,4.06,0.011,5.8117,4.7729,3.8747,3.7227,7.15
6458,260.1648647,32.4677437,---,5819,40,4.331,0.292,-0.181,0.103,5.654,0.01,5.417,0.008,5.259,0.007,5.804,5.4401,5.205,4.6189,68.5575
4496,175.2625681,34.2016344,---,5440,71,5.0,0.0,-0.278,0.196,5.619,0.011,5.325,0.009,5.118,0.008,5.8006,5.3588,5.0468,4.5255,104.4252
5968,240.2610867,33.3035117,---,5867,40,4.18,0.187,-0.105,0.077,5.644,0.012,5.413,0.009,5.26,0.009,5.7927,5.4361,5.2085,4.6158,57.1076
7939,311.2187683,25.2706156,---,4503,27,2.185,0.174,0.0,0.097,5.512,0.01,4.991,0.009,4.622,0.009,5.7916,5.0564,4.4987,4.1697,8.6255
843,42.8784906,35.0597392,---,3714,118,0.892,0.252,-0.733,0.924,5.444,0.025,4.672,0.02,4.101,0.015,5.7908,4.8015,3.9161,3.7539,7.7762
1963,85.6193031,1.4746294,---,4394,28,2.143,0.321,-0.306,0.185,5.514,0.011,4.996,0.01,4.625,0.011,5.7881,5.0628,4.4985,4.1698,10.6744
872,42.6185914,-75.0669475,---,4369,18,1.931,0.179,0.5,0.0,5.47,0.01,4.861,0.011,4.428,0.01,5.7829,4.9447,4.288,4.0209,9.457
1376,65.854425,16.7772583,---,7420,33,3.789,0.051,0.5,0.0,5.689,0.009,5.638,0.007,5.63,0.008,5.7721,5.6469,5.6427,4.8306,20.795
9003,356.508529,46.4202701,---,4608,25,2.09,0.428,-0.279,0.208,5.512,0.012,5.034,0.012,4.704,0.011,5.7717,5.0891,4.5912,4.224,1.6352
7355,291.1257519,-27.8659433,---,16035,816,4.558,0.172,0.2,1.629,5.802,0.012,5.97,0.013,6.148,0.014,5.7692,5.9581,6.2415,5.0942,4.4686
8795,346.7510819,9.4094917,---,3752,60,1.084,0.156,-0.009,0.412,5.414,0.034,4.638,0.019,4.073,0.016,5.7687,4.766,3.896,3.7263,9.9197
8089,316.6503908,47.6484025,---,3915,22,0.256,0.172,-0.563,0.266,5.415,0.017,4.664,0.009,4.143,0.008,5.7674,4.7681,3.9699,3.7829,3.16
48,3.6600689,-18.9328653,---,3750,3,0.77,0.117,0.5,0.01,5.389,0.009,4.554,0.009,3.981,0.012,5.7659,4.6757,3.8011,3.6419,7.29
5370,214.9384783,16.3069483,---,4515,44,2.232,0.432,0.297,0.261,5.472,0.009,4.928,0.009,4.541,0.01,5.7626,4.9998,4.4135,4.1028,17.4936
8225,322.4870644,23.6388381,---,3795,55,1.079,0.128,0.323,0.362,5.402,0.016,4.623,0.01,4.072,0.011,5.7602,4.7412,3.8983,3.7217,8.28
9089,0.4900833,-6.0140708,---,3500,9,0.367,0.131,0.044,0.143,5.376,0.022,4.528,0.012,3.966,0.014,5.7557,4.6355,3.778,3.6048,7.8758
5915,238.7515228,-19.3829203,---,13832,174,5.0,0.029,-0.5,0.097,5.765,0.01,5.906,0.01,6.07,0.01,5.7541,5.8976,6.1572,5.0469,3.8364
8655,341.4078419,-53.5001208,---,4288,27,1.846,0.268,-0.68,0.172,5.476,0.012,4.945,0.011,4.566,0.01,5.7511,5.012,4.4343,4.1142,7.2136
9084,0.3987567,-77.0657247,---,4365,38,2.189,0.255,0.26,0.166,5.451,0.01,4.88,0.01,4.466,0.009,5.748,4.9599,4.3302,4.0421,15.4549
1318,63.5987042,-10.25628,---,4558,30,2.354,0.399,0.2,0.17,5.466,0.011,4.949,0.01,4.579,0.01,5.746,5.0153,4.4573,4.1276,14.1704
2427,99.8326097,42.4888783,---,4418,19,1.757,0.262,0.0,0.117,5.45,0.01,4.899,0.01,4.514,0.01,5.743,4.9673,4.3857,4.0756,8.0927
6196,250.393267,-17.742168,---,4420,20,1.995,0.202,-0.842,0.121,5.484,0.012,4.994,0.011,4.652,0.01,5.7393,5.0511,4.5303,4.1744,8.4818
8796,346.7780794,25.4682592,---,4207,40,1.415,0.769,-0.381,0.615,5.436,0.024,4.849,0.013,4.435,0.017,5.737,4.9247,4.2938,4.011,5.51
7064,281.5186664,26.6621289,---,4433,37,2.306,0.316,0.056,0.151,5.452,0.012,4.919,0.011,4.534,0.011,5.7349,4.9907,4.406,4.0902,13.386
3691,138.8234981,-58.3883778,---,12545,149,4.5,0.081,0.5,0.0,5.75,0.01,5.896,0.01,6.055,0.011,5.7343,5.8881,6.1403,5.031,5.5387
253,13.7506467,58.9726975,---,4383,38,1.984,0.419,-0.034,0.213,5.445,0.01,4.899,0.011,4.51,0.008,5.7337,4.9696,4.3796,4.0704,9.062
8748,343.6040347,84.3461767,---,4124,43,1.53,0.303,0.2,0.222,5.408,0.011,4.753,0.011,4.283,0.01,5.7328,4.8475,4.13,3.8942,8.7418
4914,194.0018025,38.3148269,---,7323,52,4.259,0.096,-0.276,0.179,5.652,0.009,5.593,0.007,5.58,0.007,5.7245,5.6007,5.5862,4.7807,30.6121
7032,280.8802312,-8.2752236,---,4421,22,1.911,0.448,-0.66,0.253,5.456,0.014,4.956,0.011,4.607,0.012,5.7197,5.0149,4.4841,4.1364,5.71
8572,337.3825939,47.7068869,---,3500,1,0.856,0.063,-1.188,0.098,5.353,0.033,4.495,0.013,3.86,0.017,5.7154,4.6477,3.6595,3.5376,1.98
1162,56.5355658,-12.1015911,---,3750,14,0.907,0.097,0.22,0.112,5.348,0.017,4.544,0.011,3.975,0.011,5.7137,4.6703,3.7965,3.6327,6.3943
999,50.0848381,29.0484569,---,3843,5,0.375,0.075,-0.5,0.004,5.355,0.009,4.591,0.01,4.052,0.01,5.7093,4.704,3.8748,3.6987,6.01
4392,170.7065989,43.4827019,---,4955,28,2.223,0.207,0.0,0.026,5.466,0.009,5.046,0.009,4.761,0.008,5.7079,5.091,4.6653,4.249,5.8813
6003,242.1821681,-23.6854153,---,11528,158,5.0,0.208,0.5,0.741,5.701,0.011,5.826,0.011,5.977,0.012,5.7066,5.8209,6.0597,4.9761,6.4762
6945,276.4964056,65.5634803,---,4364,28,1.946,0.262,-0.351,0.193,5.429,0.01,4.901,0.009,4.526,0.01,5.7062,4.9676,4.3978,4.0745,11.056
2091,89.9837469,45.9367356,---,3500,9,0.0,0.0,0.31,0.128,5.309,0.013,4.428,0.016,3.869,0.021,5.706,4.5287,3.6774,3.5077,4.5154
5934,239.4185997,-20.9830819,---,13116,741,5.0,0.0,0.0,1.775,5.709,0.011,5.848,0.011,6.009,0.012,5.7018,5.84,6.0949,4.9901,6.353
8649,340.8968044,-18.8303767,---,4119,26,1.4,0.347,-0.131,0.181,5.384,0.011,4.753,0.01,4.303,0.009,5.6994,4.8414,4.1527,3.9012,7.53
390,20.5850803,45.5287778,---,4750,21,2.268,0.46,0.057,0.139,5.429,0.01,4.957,0.011,4.631,0.009,5.6923,5.0108,4.5224,4.151,14.6042
1351,64.9904314,14.0352,---,7362,75,3.682,0.072,0.19,0.166,5.614,0.014,5.567,0.012,5.562,0.012,5.69,5.5742,5.5741,4.756,21.9777
3834,144.6137067,4.6492906,---,4171,33,1.59,0.381,-0.096,0.228,5.38,0.009,4.77,0.009,4.331,0.011,5.6895,4.8544,4.1854,3.922,10.3358
7180,283.5994014,71.2971919,---,4622,31,2.225,0.304,0.151,0.147,5.404,0.01,4.9,0.011,4.548,0.011,5.679,4.9618,4.4304,4.0863,8.6601
6724,270.7129099,-24.2824652,---,5785,58,0.642,0.16,-1.082,0.195,5.562,0.013,5.38,0.01,5.257,0.009,5.6769,5.3971,5.2146,4.5717,2.87
8702,341.8711156,83.15383,---,4308,30,1.975,0.245,-0.04,0.172,5.383,0.011,4.818,0.012,4.412,0.013,5.6763,4.895,4.2755,3.9819,10.3313
3441,130.4305678,-15.9433847,---,4743,28,2.65,0.351,0.0,0.066,5.418,0.009,4.96,0.008,4.639,0.008,5.6738,5.0146,4.5311,4.152,15.7077
2701,107.5570069,-4.2371072,---,4728,27,2.898,0.331,-0.271,0.08,5.427,0.01,4.991,0.01,4.681,0.01,5.6695,5.0425,4.5749,4.1805,16.811
8255,323.6940161,38.5340569,---,4712,45,2.915,0.335,0.199,0.113,5.405,0.012,4.936,0.013,4.597,0.011,5.667,4.9962,4.4842,4.1206,14.0094
5988,241.5265672,-23.6063117,---,15158,841,4.671,0.28,-2.143,2.131,5.679,0.014,5.832,0.015,6.003,0.016,5.6578,5.8214,6.0918,4.9653,7.3529
4456,173.6770428,16.7969156,---,16852,715,4.5,0.013,-2.0,1.386,5.686,0.009,5.852,0.011,6.031,0.011,5.6544,5.8395,6.1243,4.9779,1.72
5912,238.6647064,-25.2437414,---,14404,432,4.855,0.18,0.5,0.371,5.658,0.012,5.816,0.013,5.987,0.013,5.6364,5.8073,6.0779,4.9472,6.9332
695,35.6358476,-23.8168022,---,5837,43,4.108,0.233,-0.082,0.096,5.478,0.013,5.242,0.01,5.085,0.008,5.6294,5.2652,5.032,4.4448,42.9117
7405,292.1763747,24.6649033,---,3863,171,1.658,0.214,0.462,1.13,5.28,0.033,4.55,0.02,4.024,0.019,5.6215,4.6622,3.8557,3.6575,11.2238
7304,289.4086628,-18.9529063,---,4800,18,2.5,0.599,-0.14,0.154,5.373,0.011,4.935,0.009,4.632,0.01,5.6178,4.9837,4.5293,4.1307,6.7773
224,12.1706014,7.5850814,---,3863,24,0.767,0.11,-0.5,0.121,5.27,0.015,4.548,0.012,4.027,0.01,5.61,4.6564,3.8557,3.6611,10.48
2527,105.016815,76.9774061,---,4166,39,1.774,0.31,0.2,0.222,5.292,0.012,4.66,0.012,4.201,0.012,5.609,4.7523,4.0517,3.8042,17.0753
7770,304.6628028,34.9827708,---,5454,30,0.0,0.0,-1.213,0.167,5.456,0.013,5.198,0.011,5.021,0.009,5.6065,5.222,4.9577,4.3945,0.974
8644,340.8749022,-41.4143464,---,4822,26,2.795,0.283,0.0,0.102,5.36,0.01,4.925,0.009,4.62,0.01,5.6057,4.9759,4.5174,4.1196,14.16
8997,355.9978567,29.3614539,---,4943,46,3.19,0.56,-0.105,0.103,5.37,0.012,4.972,0.011,4.693,0.01,5.5987,5.0177,4.5976,4.1692,14.54
6415,259.1528625,-0.4453194,---,4611,41,2.558,0.374,0.234,0.14,5.32,0.009,4.819,0.008,4.459,0.009,5.5943,4.8838,4.34,3.9996,15.9182
3539,133.1608553,-48.3591019,---,13942,134,4.356,0.226,0.5,0.0,5.622,0.009,5.781,0.01,5.949,0.011,5.594,5.7718,6.038,4.9083,3.2303
6713,270.0142336,16.7509194,---,4438,43,1.391,0.713,-0.16,0.302,5.296,0.013,4.746,0.01,4.372,0.01,5.5885,4.8104,4.2456,3.9289,4.3043
8283,325.3869141,-14.0476166,---,5772,44,3.899,0.233,0.083,0.119,5.423,0.01,5.169,0.008,4.999,0.007,5.5863,5.195,4.9427,4.3745,27.8625
1151,56.4769869,24.5545122,---,10940,70,4.37,0.116,0.5,0.0,5.588,0.01,5.715,0.011,5.861,0.011,5.5857,5.7084,5.9403,4.8592,7.3053
8551,336.9646769,4.6956669,---,4595,22,2.682,0.282,-0.216,0.119,5.331,0.011,4.863,0.01,4.528,0.009,5.5856,4.9221,4.4134,4.0464,21.0724
4813,189.8115294,-7.9955644,---,4521,45,1.798,0.656,0.2,0.331,5.284,0.011,4.734,0.011,4.354,0.01,5.5778,4.8014,4.2285,3.9153,10.3526
5361,214.4992481,35.5095058,---,4875,30,2.305,0.472,0.149,0.191,5.321,0.008,4.876,0.008,4.569,0.008,5.5756,4.9256,4.4663,4.0741,13.4788
7137,283.3064236,50.7082181,---,5085,29,3.153,0.428,-0.001,0.062,5.353,0.01,4.977,0.009,4.717,0.009,5.5734,5.0182,4.6284,4.1786,11.1969
5068,201.8631844,-15.9735806,---,4856,48,1.61,0.464,0.2,0.198,5.302,0.011,4.831,0.011,4.512,0.01,5.5707,4.8826,4.4072,4.0317,12.0127
6103,245.5242664,30.8919956,---,4992,28,3.025,0.606,0.2,0.097,5.329,0.01,4.915,0.009,4.626,0.01,5.5688,4.9629,4.5292,4.114,17.192
3064,117.9429289,-13.8980325,---,5871,43,4.256,0.373,-0.166,0.099,5.411,0.012,5.182,0.01,5.03,0.009,5.5568,5.2043,4.9786,4.3836,60.59
7125,282.8003972,59.3883508,---,4460,29,2.127,0.237,-0.103,0.174,5.276,0.013,4.754,0.01,4.384,0.011,5.5552,4.8202,4.2594,3.9316,9.5709
6063,243.6702316,33.8585971,---,5862,37,4.281,0.321,-0.188,0.062,5.406,0.01,5.176,0.009,5.023,0.009,5.5516,5.1984,4.9717,4.3775,47.44
7162,284.2567077,32.9012701,---,5937,27,4.374,0.408,-0.084,0.12,5.403,0.01,5.18,0.008,5.032,0.008,5.5479,5.2019,4.9832,4.3821,67.24
6320,256.1030022,-57.7121689,---,14658,395,4.801,0.246,-2.5,1.482,5.563,0.009,5.71,0.01,5.878,0.01,5.5459,5.7003,5.966,4.8468,4.8203
194,11.0475006,-10.6095506,---,4796,20,2.917,0.313,0.016,0.05,5.293,0.009,4.854,0.008,4.543,0.007,5.5402,4.9064,4.4381,4.0458,13.96
8906,351.5116069,-20.6420175,---,3998,10,1.227,0.255,0.064,0.148,5.198,0.011,4.494,0.011,3.986,0.009,5.5365,4.6011,3.822,3.6168,11.51
1601,74.6370919,1.7140161,---,4176,21,0.888,0.289,-0.194,0.234,5.214,0.011,4.576,0.011,4.139,0.012,5.5363,4.6567,3.9925,3.7361,4.2093
3773,142.9301147,22.9679694,---,3797,21,0.734,0.136,-0.72,0.459,5.191,0.018,4.439,0.012,3.891,0.009,5.5355,4.5567,3.711,3.5357,9.91
8485,333.4697061,39.7149261,---,4093,24,1.251,0.178,-0.25,0.23,5.218,0.01,4.582,0.011,4.129,0.011,5.5345,4.6697,3.977,3.7283,5.7181
3809,143.7659583,39.6214925,---,4853,25,2.764,0.475,-0.07,0.079,5.294,0.011,4.869,0.012,4.574,0.01,5.534,4.9177,4.4734,4.0657,14.9133
399,21.4834267,68.1300128,---,4795,36,2.774,0.354,0.2,0.078,5.269,0.012,4.813,0.011,4.489,0.012,5.5265,4.8681,4.3818,4.0039,16.72
7685,300.7044694,67.8735636,---,4343,46,1.654,0.499,0.2,0.274,5.21,0.008,4.617,0.008,4.201,0.011,5.518,4.6945,4.0639,3.7837,7.61
2864,112.4490906,12.0065653,---,4356,22,1.426,0.308,-0.057,0.145,5.216,0.012,4.642,0.012,4.246,0.01,5.5168,4.7122,4.1138,3.8167,5.7
8411,331.5286903,-39.5433517,---,4025,76,1.125,0.307,-0.5,0.371,5.196,0.013,4.546,0.008,4.08,0.011,5.5144,4.6383,3.922,3.6843,13.47
3403,130.0534069,64.3279361,---,4467,37,2.234,0.387,-0.04,0.172,5.235,0.012,4.713,0.011,4.341,0.013,5.5141,4.7805,4.2158,3.8893,13.2035
6866,275.2169297,3.3771664,---,5133,36,2.465,0.324,0.008,0.073,5.29,0.01,4.916,0.008,4.661,0.008,5.5118,4.9546,4.5752,4.121,13.4418
6918,276.8021156,0.1961086,---,5871,55,1.847,0.16,-0.549,0.176,5.383,0.011,5.193,0.009,5.066,0.007,5.5071,5.211,5.022,4.3882,3.306
5072,202.1075358,13.7787886,---,5547,29,4.442,0.415,-0.047,0.102,5.322,0.012,5.037,0.01,4.841,0.009,5.5007,5.0676,4.7746,4.2409,55.2511
5901,237.8080469,35.6573797,---,4870,39,3.235,0.345,0.2,0.083,5.249,0.01,4.821,0.01,4.512,0.01,5.4951,4.8743,4.4091,4.0122,33.3433
6526,262.6846258,26.1106447,---,4156,52,1.373,0.368,0.2,0.254,5.168,0.012,4.512,0.011,4.05,0.011,5.4945,4.6036,3.8983,3.6593,8.2943
3881,147.1473786,46.0210086,---,6054,34,4.049,0.145,0.289,0.068,5.34,0.013,5.121,0.01,4.975,0.009,5.4908,5.1441,4.9291,4.3259,53.1277
4697,185.1792772,17.7928703,---,4771,29,2.465,0.512,-0.277,0.128,5.248,0.011,4.81,0.009,4.509,0.01,5.4908,4.8588,4.405,4.0055,10.1677
7595,298.5620078,8.4614528,---,4799,35,2.826,0.38,0.111,0.165,5.234,0.009,4.787,0.008,4.47,0.009,5.4869,4.8408,4.3642,3.9788,17.5183
4277,164.8665578,40.4302562,---,6018,56,4.278,0.208,0.181,0.109,5.336,0.012,5.115,0.009,4.968,0.008,5.4861,5.138,4.9207,4.3192,72.007
8468,332.4517925,72.3412058,---,5050,29,2.686,0.515,-0.035,0.079,5.259,0.014,4.87,0.012,4.605,0.011,5.4848,4.9117,4.5146,4.0733,8.2802
6498,261.6286669,4.1403594,---,4033,28,0.536,0.402,-0.339,0.451,5.145,0.018,4.447,0.012,3.967,0.011,5.4841,4.5401,3.8058,3.5872,3.7578
8387,330.8402419,-56.7859769,---,4569,25,4.271,0.264,0.161,0.113,5.226,0.015,4.761,0.011,4.375,0.012,5.4818,4.8487,4.251,3.9132,274.8431
489,25.3578914,5.4876128,---,4145,45,1.643,0.294,0.059,0.189,5.164,0.012,4.535,0.011,4.081,0.012,5.4794,4.6257,3.9317,3.6812,8.98
3709,140.1209106,-9.5556958,---,5072,33,2.648,0.48,0.0,0.047,5.248,0.009,4.862,0.009,4.599,0.007,5.4732,4.903,4.5096,4.0657,14.66
1143,55.7085636,-37.3135167,---,4514,22,2.412,0.291,0.142,0.132,5.192,0.01,4.67,0.009,4.294,0.009,5.4724,4.7392,4.1696,3.8453,17.7
3980,151.9761272,9.9975064,---,4030,21,1.282,0.204,0.0,0.178,5.135,0.009,4.455,0.01,3.965,0.01,5.4658,4.5562,3.8054,3.586,11.0209
3275,125.7087917,43.1881311,---,3830,12,0.682,0.12,-0.5,0.054,5.12,0.013,4.377,0.012,3.842,0.01,5.4652,4.491,3.667,3.4836,8.53
6018,242.2429231,36.4909372,---,4862,31,3.179,0.386,0.2,0.127,5.215,0.011,4.783,0.01,4.473,0.009,5.4617,4.8372,4.3702,3.9751,29.0217
8632,340.1285783,44.2763067,---,4229,23,1.658,0.336,-0.143,0.144,5.159,0.013,4.567,0.011,4.145,0.013,5.4616,4.6469,4.0027,3.7257,9.8
947,47.8224233,39.6115836,---,4613,30,2.247,0.29,0.0,0.123,5.192,0.01,4.701,0.009,4.357,0.009,5.4614,4.76,4.242,3.8882,11.32
382,20.0204776,58.2316146,---,5209,19,0.0,0.0,-2.5,0.0,5.312,0.009,5.012,0.006,4.8,0.006,5.4599,5.0406,4.7205,4.1976,0.2142
3706,139.9432597,-11.9748511,---,4990,32,2.7,0.729,-0.159,0.203,5.233,0.014,4.837,0.012,4.566,0.012,5.4598,4.8793,4.4737,4.0384,9.4514
2113,90.0139572,-3.0742556,---,4286,33,1.918,0.252,-0.32,0.164,5.174,0.012,4.623,0.011,4.227,0.011,5.4593,4.696,4.0915,3.7879,9.7817
5859,236.3478472,5.4473136,---,9088,51,3.723,0.082,-0.5,0.449,5.435,0.011,5.52,0.011,5.635,0.013,5.4524,5.5165,5.6982,4.6792,9.5642
360,18.4372764,24.5837108,---,4798,24,2.472,0.521,0.0,0.156,5.199,0.01,4.751,0.009,4.44,0.011,5.4512,4.8014,4.3358,3.9463,8.1806
7744,303.9422283,27.8142442,---,4241,37,2.211,0.255,-0.122,0.178,5.16,0.01,4.592,0.01,4.17,0.01,5.4511,4.6758,4.0292,3.7448,9.9642
7806,305.9650861,32.1901719,---,4219,37,1.828,0.248,0.2,0.12,5.133,0.01,4.513,0.011,4.066,0.01,5.4456,4.6022,3.919,3.6627,13.05
5616,226.1114264,26.94765,---,4419,49,1.848,0.374,0.132,0.213,5.149,0.01,4.588,0.009,4.194,0.011,5.4451,4.6596,4.0636,3.7616,12.6144
1144,56.2905831,24.8392603,---,11957,114,4.399,0.13,0.5,0.0,5.458,0.01,5.598,0.01,5.753,0.011,5.4448,5.5906,5.8365,4.7355,7.2222
1652,76.1016758,-35.4829767,---,4490,33,2.613,0.333,0.16,0.134,5.158,0.008,4.636,0.007,4.253,0.009,5.4371,4.709,4.1269,3.8065,17.5912
8834,348.5806578,-6.049,---,3790,35,1.319,0.102,0.465,0.208,5.078,0.012,4.308,0.012,3.766,0.014,5.432,4.4218,3.5931,3.4079,14.3482
7980,312.9553786,-26.9191269,---,3707,48,0.668,0.095,-0.925,0.671,5.079,0.021,4.283,0.015,3.701,0.012,5.4315,4.4132,3.5114,3.3601,5.8975
1311,63.4849367,9.2638258,---,5194,39,2.103,0.471,-0.311,0.111,5.227,0.01,4.881,0.008,4.648,0.008,5.4297,4.915,4.5676,4.086,9.83
3211,122.8179411,-12.9269986,---,5031,30,3.207,0.638,0.176,0.147,5.195,0.012,4.795,0.011,4.515,0.012,5.4281,4.8417,4.4209,3.9945,18.46
8780,346.0457606,50.0520894,---,4657,34,2.573,0.407,-0.173,0.147,5.172,0.012,4.711,0.01,4.385,0.011,5.4261,4.7659,4.2738,3.8987,17.2629
351,17.8634117,21.0346503,---,4811,30,2.395,0.485,-0.066,0.141,5.176,0.012,4.734,0.011,4.429,0.011,5.4248,4.7828,4.3258,3.9304,8.5
4174,158.8671133,-78.6077867,---,3726,32,0.772,0.11,-0.748,0.377,5.073,0.017,4.292,0.012,3.717,0.013,5.4234,4.4208,3.5305,3.3725,7.81
1396,66.6515456,14.7137814,---,4813,30,2.266,0.609,-0.328,0.211,5.183,0.01,4.755,0.01,4.464,0.011,5.4211,4.8012,4.363,3.9532,8.0403
4442,172.9533311,-59.5156467,---,5871,59,1.226,0.047,-2.5,0.0,5.337,0.008,5.187,0.011,5.084,0.016,5.4192,5.2002,5.0459,4.3653,0.4665
1306,63.7221686,40.483675,---,4666,29,2.746,0.32,-0.582,0.105,5.18,0.011,4.748,0.008,4.443,0.008,5.4153,4.7976,4.3364,3.9366,4.1967
442,23.4828208,59.2320425,---,4824,22,2.746,0.421,-0.133,0.15,5.175,0.011,4.748,0.009,4.45,0.01,5.4151,4.7964,4.3484,3.943,16.2553
5206,207.9467294,-46.8986689,---,18249,317,4.761,0.202,-2.0,0.0,5.447,0.008,5.618,0.01,5.805,0.011,5.4136,5.6061,5.901,4.7433,3.0685
2478,100.9970528,13.2280197,---,4433,30,1.901,0.37,-0.236,0.181,5.133,0.012,4.608,0.012,4.241,0.012,5.4123,4.6726,4.1155,3.7871,10.3816
7478,294.8441914,30.1533222,---,4953,43,3.105,0.387,0.132,0.146,5.172,0.009,4.76,0.009,4.469,0.008,5.4111,4.8078,4.3713,3.9566,12.7786
4514,176.1907339,-18.350675,---,5067,34,2.5,0.421,0.164,0.094,5.173,0.012,4.772,0.011,4.497,0.01,5.4086,4.8156,4.4049,3.9755,9.5113
2854,112.0408056,8.9255297,---,3956,16,1.099,0.124,-0.65,0.17,5.084,0.014,4.416,0.01,3.932,0.009,5.4052,4.5134,3.7691,3.5444,3.134
1052,52.6436894,47.9952169,---,4146,35,1.424,0.271,0.0,0.148,5.084,0.009,4.451,0.01,4.0,0.011,5.4022,4.5386,3.8512,3.6004,9.506
4716,186.0062258,51.5622569,---,5178,49,2.308,0.35,0.0,0.101,5.182,0.014,4.816,0.012,4.568,0.011,5.4007,4.8531,4.4841,4.0223,8.6643
4883,192.9246753,27.5407153,---,5601,37,3.207,0.183,-0.289,0.096,5.239,0.012,4.976,0.009,4.8,0.008,5.398,5.0014,4.7394,4.1785,11.8467
7657,300.5059647,24.9380426,---,6859,63,3.37,0.129,0.058,0.167,5.308,0.008,5.216,0.008,5.171,0.01,5.3975,5.2265,5.1642,4.4081,14.71
